id,postalCode,street,language,user_id
671,1773,Dufourstrasse 3,DE,671
672,1773,Werdstrasse 35,FR,672
673,1773,Winkelriedstrasse 95,DE,673
674,1774,Winkelriedstrasse 65,DE,674
675,1774,Marktgasse 93,FR,675
676,1775,Rue de la Croix-Rouge 21,DE,676
677,1775,Usterstrasse 2,FR,677
678,1776,Usterstrasse 72,FR,678
679,1782,Marktgasse 21,DE,679
680,1782,Place de l'hôtel 38,FR,680
681,1782,Zürcherstrasse 52,IT,681
682,1782,Rue du Château 29,DE,682
683,1782,Morgartenstrasse 58,IT,683
684,1782,Dufourstrasse 87,FR,684
685,1783,Rue du Château 74,FR,685
686,1783,Rue de l'hôpital 59,FR,686
687,1784,Dufourstrasse 43,IT,687
688,1784,Hirschengraben 43,IT,688
689,1784,Rue du Château 49,IT,689
690,1785,Marktplatz 34,FR,690
691,1786,Via Trevano 59,IT,691
692,1787,Poststrasse 41,IT,692
693,1787,Marktplatz 86,DE,693
694,1787,Via Trevano 85,FR,694
695,1788,Marktgasse 91,FR,695
696,1789,Via Trevano 19,IT,696
697,1791,Tellstrasse 85,DE,697
698,1792,Bahnhofstrasse 36,DE,698
699,1792,Bahnhofstrasse 10,DE,699
700,1793,Usterstrasse 37,FR,700
701,1794,Dufourstrasse 36,IT,701
702,1795,Marktplatz 3,FR,702
703,1796,Morgartenstrasse 57,IT,703
704,1797,Marktgasse 72,DE,704
705,1800,Hirschengraben 36,FR,705
706,1801,Rue du Château 88,FR,706
707,1802,Winkelriedstrasse 9,IT,707
708,1803,Morgartenstrasse 86,DE,708
709,1804,Hirschengraben 40,FR,709
710,1805,Zürcherstrasse 21,IT,710
711,1806,Werdstrasse 33,FR,711
712,1807,Winkelriedstrasse 41,IT,712
713,1808,Rue du Château 94,FR,713
714,1809,Zürcherstrasse 55,FR,714
715,1814,Dufourstrasse 5,DE,715
716,1815,Morgartenstrasse 5,DE,716
717,1816,Zürcherstrasse 27,DE,717
718,1817,Rue de la Croix-Rouge 13,FR,718
719,1820,Winkelriedstrasse 75,IT,719
720,1820,Winkelriedstrasse 77,FR,720
721,1820,Rue du Château 85,IT,721
722,1822,Piazza Riforma 94,IT,722
723,1823,Bärenplatz 10,IT,723
724,1824,Winkelriedstrasse 71,DE,724
725,1832,Rue de la Croix-Rouge 65,FR,725
726,1832,Werdstrasse 56,FR,726
727,1833,Dufourstrasse 56,FR,727
728,1844,Place de l'hôtel 85,FR,728
729,1845,Tellstrasse 60,IT,729
730,1846,Bärenplatz 16,FR,730
731,1847,Piazza Riforma 81,IT,731
732,1852,Usterstrasse 22,FR,732
733,1853,Via Trevano 60,FR,733
734,1854,Bärenplatz 55,DE,734
735,1856,Bahnhofstrasse 72,DE,735
736,1860,Zürcherstrasse 36,DE,736
737,1862,Marktgasse 58,DE,737
738,1862,Industriestrasse 41,FR,738
739,1863,Bärenplatz 84,DE,739
740,1864,Werdstrasse 31,FR,740
741,1865,Rue du Château 75,DE,741
742,1866,Zürcherstrasse 92,DE,742
743,1867,Dufourstrasse 86,IT,743
744,1867,Piazza Riforma 5,FR,744
745,1867,Rue de la Croix-Rouge 76,IT,745
746,1868,Poststrasse 81,IT,746
747,1869,Bahnhofstrasse 35,IT,747
748,1870,Hirschengraben 87,DE,748
749,1871,Werdstrasse 83,IT,749
750,1871,Rue du Château 55,FR,750
751,1872,Place de l'hôtel 10,IT,751
752,1873,Winkelriedstrasse 49,IT,752
753,1873,Poststrasse 42,DE,753
754,1873,Tellstrasse 38,IT,754
755,1874,Rue de l'hôpital 88,IT,755
756,1875,Winkelriedstrasse 68,IT,756
757,1880,Poststrasse 84,IT,757
758,1880,Rue de la Croix-Rouge 95,IT,758
759,1880,Bahnhofstrasse 59,DE,759
760,1880,Rue de la Croix-Rouge 70,FR,760
761,1882,Rue du Château 44,DE,761
762,1882,Bahnhofstrasse 5,DE,762
763,1884,Bahnhofstrasse 71,FR,763
764,1884,Tellstrasse 20,FR,764
765,1884,Bahnhofstrasse 49,DE,765
766,1885,Marktgasse 68,IT,766
767,1890,Rue de la Croix-Rouge 29,FR,767
768,1890,Place de l'hôtel 40,FR,768
769,1891,Rue du Château 73,IT,769
770,1892,Zürcherstrasse 40,IT,770
771,1892,Winkelriedstrasse 47,FR,771
772,1892,Marktgasse 43,IT,772
773,1893,Rue de la Croix-Rouge 86,IT,773
774,1895,Marktgasse 3,DE,774
775,1896,Rue de l'hôpital 80,DE,775
776,1896,Usterstrasse 34,DE,776
777,1897,Usterstrasse 29,DE,777
778,1897,Rue de la Croix-Rouge 28,IT,778
779,1898,Morgartenstrasse 30,FR,779
780,1899,Dufourstrasse 13,FR,780
781,1902,Dufourstrasse 87,FR,781
782,1903,Industriestrasse 72,FR,782
783,1904,Rue de l'hôpital 16,IT,783
784,1905,Rue de la Croix-Rouge 31,FR,784
785,1906,Bahnhofstrasse 80,IT,785
786,1907,Tellstrasse 23,IT,786
787,1908,Zürcherstrasse 94,FR,787
788,1911,Place de l'hôtel 38,IT,788
789,1911,Winkelriedstrasse 33,FR,789
790,1912,Bärenplatz 66,DE,790
791,1912,Place de l'hôtel 81,FR,791
792,1912,Morgartenstrasse 2,IT,792
793,1912,Dufourstrasse 77,DE,793
794,1913,Dufourstrasse 12,FR,794
795,1914,Winkelriedstrasse 4,FR,795
796,1914,Industriestrasse 16,DE,796
797,1918,Rue de l'hôpital 28,IT,797
798,1920,Werdstrasse 3,FR,798
799,1921,Usterstrasse 73,FR,799
800,1922,Hirschengraben 61,DE,800
801,1922,Rue du Château 94,IT,801
802,1923,Marktgasse 44,FR,802
803,1923,Zürcherstrasse 77,FR,803
804,1925,Bahnhofstrasse 6,IT,804
805,1925,Via Trevano 26,FR,805
806,1926,Poststrasse 5,DE,806
807,1927,Zürcherstrasse 37,DE,807
808,1928,Bärenplatz 95,FR,808
809,1929,Bärenplatz 72,DE,809
810,1932,Place de l'hôtel 87,FR,810
811,1932,Piazza Riforma 44,FR,811
812,1933,Via Trevano 7,FR,812
813,1933,Marktplatz 58,IT,813
814,1933,Rue de l'hôpital 33,DE,814
815,1933,Winkelriedstrasse 10,IT,815
816,1934,Morgartenstrasse 14,DE,816
817,1934,Bärenplatz 79,IT,817
818,1934,Rue de l'hôpital 19,IT,818
819,1934,Tellstrasse 24,DE,819
820,1934,Dufourstrasse 53,DE,820
821,1934,Marktgasse 73,FR,821
822,1936,Via Trevano 55,FR,822
823,1937,Werdstrasse 26,FR,823
824,1938,Hirschengraben 35,IT,824
825,1941,Usterstrasse 43,FR,825
826,1941,Marktgasse 49,FR,826
827,1942,Tellstrasse 40,FR,827
828,1943,Bahnhofstrasse 69,IT,828
829,1944,Marktgasse 98,FR,829
830,1945,Marktplatz 91,DE,830
831,1945,Via Trevano 67,DE,831
832,1945,Morgartenstrasse 95,DE,832
833,1945,Bärenplatz 97,IT,833
834,1945,Piazza Riforma 46,FR,834
835,1945,Tellstrasse 85,DE,835
836,1945,Zürcherstrasse 18,IT,836
837,1945,Werdstrasse 11,DE,837
838,1945,Dufourstrasse 39,DE,838
839,1945,Industriestrasse 21,FR,839
840,1945,Via Trevano 30,DE,840
841,1945,Via Trevano 42,IT,841
842,1946,Tellstrasse 74,FR,842
843,1947,Marktplatz 67,IT,843
844,1947,Rue de la Croix-Rouge 20,IT,844
845,1947,Dufourstrasse 90,IT,845
846,1947,Marktplatz 50,FR,846
847,1947,Rue de l'hôpital 88,IT,847
848,1947,Place de l'hôtel 58,DE,848
849,1948,Zürcherstrasse 83,FR,849
850,1948,Poststrasse 15,DE,850
851,1948,Poststrasse 31,IT,851
852,1948,Winkelriedstrasse 26,IT,852
853,1948,Rue de l'hôpital 87,DE,853
854,1950,Dufourstrasse 82,IT,854
855,1955,Marktplatz 15,DE,855
856,1955,Tellstrasse 65,FR,856
857,1955,Rue de l'hôpital 76,FR,857
858,1955,Marktplatz 63,FR,858
859,1955,Via Trevano 90,FR,859
860,1957,Morgartenstrasse 4,IT,860
861,1958,Poststrasse 41,IT,861
862,1958,Marktgasse 56,DE,862
863,1961,Dufourstrasse 92,FR,863
864,1962,Winkelriedstrasse 37,FR,864
865,1963,Dufourstrasse 66,FR,865
866,1964,Rue de la Croix-Rouge 87,IT,866
867,1965,Tellstrasse 96,DE,867
868,1965,Piazza Riforma 95,FR,868
869,1965,Tellstrasse 63,FR,869
870,1965,Piazza Riforma 83,FR,870
871,1965,Zürcherstrasse 90,DE,871
872,1965,Rue de la Croix-Rouge 65,FR,872
873,1965,Marktgasse 32,IT,873
874,1965,Piazza Riforma 86,FR,874
875,1965,Piazza Riforma 23,DE,875
876,1966,Piazza Riforma 49,IT,876
877,1966,Hirschengraben 76,IT,877
878,1966,Industriestrasse 35,IT,878
879,1966,Zürcherstrasse 96,FR,879
880,1966,Winkelriedstrasse 53,DE,880
881,1966,Hirschengraben 32,FR,881
882,1966,Dufourstrasse 80,FR,882
883,1966,Rue de la Croix-Rouge 52,IT,883
884,1966,Marktplatz 29,FR,884
885,1966,Morgartenstrasse 8,FR,885
886,1967,Usterstrasse 17,IT,886
887,1968,Piazza Riforma 54,DE,887
888,1969,Tellstrasse 10,DE,888
889,1969,Winkelriedstrasse 47,FR,889
890,1969,Marktgasse 9,IT,890
891,1969,Tellstrasse 14,IT,891
892,1969,Bärenplatz 59,FR,892
893,1971,Piazza Riforma 72,DE,893
894,1971,Tellstrasse 56,FR,894
895,1971,Industriestrasse 63,IT,895
896,1972,Zürcherstrasse 10,DE,896
897,1973,Via Trevano 73,IT,897
898,1974,Bahnhofstrasse 43,IT,898
899,1975,Werdstrasse 26,DE,899
900,1976,Hirschengraben 100,IT,900
901,1976,Dufourstrasse 36,FR,901
902,1976,Marktgasse 13,DE,902
903,1977,Hirschengraben 7,DE,903
904,1978,Winkelriedstrasse 93,IT,904
905,1981,Zürcherstrasse 26,IT,905
906,1982,Bärenplatz 18,FR,906
907,1983,Hirschengraben 64,FR,907
908,1983,Werdstrasse 69,DE,908
909,1984,Hirschengraben 7,IT,909
910,1985,Industriestrasse 18,FR,910
911,1986,Tellstrasse 8,IT,911
912,1987,Bärenplatz 77,DE,912
913,1987,Usterstrasse 94,DE,913
914,1988,Usterstrasse 13,IT,914
915,1988,Bärenplatz 18,FR,915
916,1991,Poststrasse 75,FR,916
917,1991,Place de l'hôtel 51,IT,917
918,1991,Industriestrasse 91,FR,918
919,1991,Hirschengraben 91,IT,919
920,1991,Rue de la Croix-Rouge 23,DE,920
921,1992,Bärenplatz 2,IT,921
922,1992,Zürcherstrasse 67,IT,922
923,1992,Piazza Riforma 22,DE,923
924,1992,Rue de l'hôpital 5,IT,924
925,1993,Rue du Château 82,DE,925
926,1993,Industriestrasse 41,IT,926
927,1994,Hirschengraben 20,FR,927
928,1996,Rue du Château 36,DE,928
929,1996,Morgartenstrasse 86,DE,929
930,1996,Rue de la Croix-Rouge 34,IT,930
931,1996,Industriestrasse 25,FR,931
932,1996,Bahnhofstrasse 10,FR,932
933,1996,Rue de l'hôpital 38,FR,933
934,1996,Hirschengraben 33,IT,934
935,1996,Werdstrasse 58,FR,935
936,1996,Rue de l'hôpital 16,IT,936
937,1997,Place de l'hôtel 79,FR,937
938,1997,Marktplatz 13,IT,938
939,2000,Bärenplatz 24,DE,939
940,2012,Rue de la Croix-Rouge 98,FR,940
941,2013,Rue du Château 82,FR,941
942,2014,Dufourstrasse 19,DE,942
943,2015,Morgartenstrasse 90,FR,943
944,2016,Rue du Château 26,DE,944
945,2017,Winkelriedstrasse 60,DE,945
946,2019,Industriestrasse 50,DE,946
947,2019,Industriestrasse 22,FR,947
948,2022,Hirschengraben 46,IT,948
949,2023,Morgartenstrasse 79,FR,949
950,2024,Rue de la Croix-Rouge 26,FR,950
951,2025,Hirschengraben 34,DE,951
952,2027,Usterstrasse 98,IT,952
953,2027,Morgartenstrasse 28,DE,953
954,2028,Rue de l'hôpital 92,FR,954
955,2034,Morgartenstrasse 52,DE,955
956,2035,Usterstrasse 5,FR,956
957,2036,Marktplatz 29,DE,957
958,2037,Piazza Riforma 20,DE,958
959,2037,Winkelriedstrasse 98,DE,959
960,2042,Piazza Riforma 77,FR,960
961,2043,Rue du Château 68,DE,961
962,2046,Bahnhofstrasse 17,DE,962
963,2052,Piazza Riforma 50,DE,963
964,2052,Poststrasse 71,IT,964
965,2053,Hirschengraben 100,DE,965
966,2054,Winkelriedstrasse 12,IT,966
967,2054,Marktgasse 4,FR,967
968,2056,Rue de la Croix-Rouge 58,FR,968
969,2057,Rue de la Croix-Rouge 63,FR,969
970,2058,Rue de l'hôpital 40,IT,970
971,2063,Morgartenstrasse 16,FR,971
972,2063,Rue de l'hôpital 39,FR,972
973,2063,Rue de l'hôpital 60,IT,973
974,2063,Industriestrasse 7,FR,974
975,2065,Hirschengraben 84,IT,975
976,2067,Industriestrasse 13,IT,976
977,2068,Piazza Riforma 11,FR,977
978,2072,Winkelriedstrasse 10,DE,978
979,2073,Zürcherstrasse 56,IT,979
980,2074,Tellstrasse 38,FR,980
981,2075,Winkelriedstrasse 86,DE,981
982,2075,Morgartenstrasse 66,FR,982
983,2087,Tellstrasse 77,IT,983
984,2088,Rue du Château 48,FR,984
985,2103,Dufourstrasse 29,IT,985
986,2105,Place de l'hôtel 78,DE,986
987,2108,Via Trevano 53,IT,987
988,2112,Winkelriedstrasse 61,IT,988
989,2113,Morgartenstrasse 20,IT,989
990,2114,Bärenplatz 31,FR,990
991,2115,Werdstrasse 63,FR,991
992,2116,Bärenplatz 16,DE,992
993,2117,Usterstrasse 7,FR,993
994,2123,Place de l'hôtel 20,FR,994
995,2124,Zürcherstrasse 48,DE,995
996,2126,Rue de l'hôpital 57,DE,996
997,2127,Place de l'hôtel 34,FR,997
998,2149,Place de l'hôtel 25,DE,998
999,2149,Bahnhofstrasse 53,IT,999
1000,2149,Werdstrasse 3,FR,1000
1001,2206,Marktgasse 69,FR,1001
1002,2207,Bärenplatz 84,DE,1002
1003,2208,Morgartenstrasse 19,DE,1003
1004,2300,Bahnhofstrasse 61,DE,1004
1005,2300,Winkelriedstrasse 67,DE,1005
1006,2314,Morgartenstrasse 1,FR,1006
1007,2316,Industriestrasse 69,IT,1007
1008,2316,Hirschengraben 20,DE,1008
1009,2318,Winkelriedstrasse 92,FR,1009
1010,2322,Rue de l'hôpital 37,DE,1010
1011,2325,Piazza Riforma 59,FR,1011
1012,2325,Rue de la Croix-Rouge 76,FR,1012
1013,2300,Werdstrasse 59,DE,1013
1014,2333,Via Trevano 21,FR,1014
1015,2336,Bärenplatz 33,FR,1015
1016,2338,Piazza Riforma 4,DE,1016
1017,2338,Hirschengraben 31,FR,1017
1018,2340,Zürcherstrasse 9,IT,1018
1019,2345,Zürcherstrasse 27,FR,1019
1020,2345,Bahnhofstrasse 91,FR,1020
1021,2345,Marktplatz 9,FR,1021
1022,2350,Bärenplatz 32,DE,1022
1023,2353,Place de l'hôtel 30,DE,1023
1024,2354,Bärenplatz 67,IT,1024
1025,2360,Piazza Riforma 73,IT,1025
1026,2362,Morgartenstrasse 20,DE,1026
1027,2362,Rue de l'hôpital 84,IT,1027
1028,2363,Marktgasse 47,DE,1028
1029,2364,Hirschengraben 28,DE,1029
1030,2400,Tellstrasse 54,FR,1030
1031,2400,Bahnhofstrasse 30,IT,1031
1032,2405,Zürcherstrasse 8,IT,1032
1033,2406,Tellstrasse 46,FR,1033
1034,2406,Usterstrasse 59,FR,1034
1035,2406,Bahnhofstrasse 52,IT,1035
1036,2406,Poststrasse 98,FR,1036
1037,2414,Place de l'hôtel 73,IT,1037
1038,2416,Zürcherstrasse 47,IT,1038
1039,2500,Usterstrasse 98,IT,1039
1040,2512,Via Trevano 73,IT,1040
1041,2513,Marktplatz 13,IT,1041
1042,2514,Rue de la Croix-Rouge 98,IT,1042
1043,2515,Werdstrasse 23,FR,1043
1044,2516,Marktplatz 39,DE,1044
1045,2517,Poststrasse 70,FR,1045
1046,2518,Rue de la Croix-Rouge 93,IT,1046
1047,2520,Werdstrasse 95,FR,1047
1048,2523,Piazza Riforma 18,IT,1048
1049,2525,Rue du Château 95,FR,1049
1050,2532,Bahnhofstrasse 29,IT,1050
1051,2533,Marktplatz 83,IT,1051
1052,2534,Via Trevano 16,DE,1052
1053,2534,Rue de la Croix-Rouge 45,IT,1053
1054,2535,Piazza Riforma 97,DE,1054
1055,2536,Bahnhofstrasse 54,DE,1055
1056,2537,Rue du Château 37,DE,1056
1057,2538,Place de l'hôtel 27,IT,1057
1058,2540,Marktplatz 34,DE,1058
1059,2542,Via Trevano 61,DE,1059
1060,2543,Zürcherstrasse 30,FR,1060
1061,2544,Poststrasse 2,FR,1061
1062,2545,Bahnhofstrasse 43,IT,1062
1063,2552,Marktplatz 12,FR,1063
1064,2553,Rue de l'hôpital 57,IT,1064
1065,2554,Poststrasse 79,DE,1065
1066,2555,Tellstrasse 59,IT,1066
1067,2556,Zürcherstrasse 44,DE,1067
1068,2556,Werdstrasse 89,DE,1068
1069,2557,Piazza Riforma 48,DE,1069
1070,2558,Morgartenstrasse 33,DE,1070
1071,2560,Rue de l'hôpital 7,FR,1071
1072,2562,Hirschengraben 7,FR,1072
1073,2563,Poststrasse 90,FR,1073
1074,2564,Dufourstrasse 76,FR,1074
1075,2565,Hirschengraben 59,IT,1075
1076,2572,Usterstrasse 10,FR,1076
1077,2572,Piazza Riforma 75,IT,1077
1078,2575,Morgartenstrasse 34,DE,1078
1079,2575,Marktplatz 20,IT,1079
1080,2575,Rue de la Croix-Rouge 58,DE,1080
1081,2576,Tellstrasse 42,DE,1081
1082,2577,Winkelriedstrasse 99,IT,1082
1083,2577,Place de l'hôtel 1,FR,1083
1084,2603,Werdstrasse 62,DE,1084
1085,2604,Piazza Riforma 40,IT,1085
1086,2605,Rue du Château 38,DE,1086
1087,2606,Hirschengraben 43,IT,1087
1088,2607,Rue du Château 77,FR,1088
1089,2608,Industriestrasse 94,DE,1089
1090,2608,Hirschengraben 44,IT,1090
1091,2610,Rue du Château 23,DE,1091
1092,2610,Piazza Riforma 94,FR,1092
1093,2610,Winkelriedstrasse 3,IT,1093
1094,2610,Rue de la Croix-Rouge 97,DE,1094
1095,2612,Usterstrasse 91,IT,1095
1096,2613,Rue du Château 39,DE,1096
1097,2615,Dufourstrasse 67,IT,1097
1098,2615,Industriestrasse 69,IT,1098
1099,2616,Dufourstrasse 61,DE,1099
1100,2710,Bahnhofstrasse 86,IT,1100
1101,2712,Rue de la Croix-Rouge 68,FR,1101
1102,2713,Place de l'hôtel 30,IT,1102
1103,2714,Morgartenstrasse 59,DE,1103
1104,2714,Marktplatz 6,DE,1104
1105,2715,Rue de la Croix-Rouge 21,FR,1105
1106,2715,Werdstrasse 9,DE,1106
1107,2716,Dufourstrasse 85,FR,1107
1108,2717,Usterstrasse 80,DE,1108
1109,2717,Marktplatz 88,IT,1109
1110,2718,Rue de la Croix-Rouge 45,DE,1110
1111,2718,Dufourstrasse 87,IT,1111
1112,2720,Rue de l'hôpital 47,IT,1112
1113,2720,Bärenplatz 59,FR,1113
1114,2722,Zürcherstrasse 14,FR,1114
1115,2723,Via Trevano 14,IT,1115
1116,2732,Marktgasse 27,IT,1116
1117,2732,Zürcherstrasse 87,FR,1117
1118,2732,Place de l'hôtel 44,FR,1118
1119,2732,Bahnhofstrasse 48,IT,1119
1120,2733,Poststrasse 86,FR,1120
1121,2735,Zürcherstrasse 97,DE,1121
1122,2735,Marktplatz 19,DE,1122
1123,2735,Place de l'hôtel 35,DE,1123
1124,2736,Marktplatz 15,IT,1124
1125,2738,Winkelriedstrasse 17,IT,1125
1126,2740,Winkelriedstrasse 11,IT,1126
1127,2742,Tellstrasse 91,IT,1127
1128,2743,Rue de l'hôpital 37,IT,1128
1129,2744,Bahnhofstrasse 36,DE,1129
1130,2745,Hirschengraben 50,DE,1130
1131,2746,Marktgasse 29,IT,1131
1132,2747,Poststrasse 41,FR,1132
1133,2747,Place de l'hôtel 74,DE,1133
1134,2748,Industriestrasse 10,DE,1134
1135,2748,Tellstrasse 44,DE,1135
1136,2762,Usterstrasse 33,DE,1136
1137,2800,Via Trevano 37,IT,1137
1138,2802,Marktgasse 36,FR,1138
1139,2803,Dufourstrasse 85,DE,1139
1140,2805,Morgartenstrasse 7,DE,1140
1141,2806,Marktplatz 32,IT,1141
1142,2807,Rue du Château 62,IT,1142
1143,2807,Industriestrasse 23,IT,1143
1144,2812,Rue de la Croix-Rouge 93,IT,1144
1145,2813,Poststrasse 80,FR,1145
1146,2814,Rue du Château 77,DE,1146
1147,2822,Marktgasse 33,IT,1147
1148,2823,Piazza Riforma 48,DE,1148
1149,2824,Place de l'hôtel 63,IT,1149
1150,2825,Marktplatz 14,IT,1150
1151,2826,Winkelriedstrasse 60,FR,1151
1152,2827,Usterstrasse 80,FR,1152
1153,2827,Winkelriedstrasse 48,IT,1153
1154,2828,Usterstrasse 58,FR,1154
1155,2829,Bahnhofstrasse 44,IT,1155
1156,2830,Via Trevano 52,DE,1156
1157,2830,Hirschengraben 93,FR,1157
1158,2832,Werdstrasse 87,DE,1158
1159,2842,Bahnhofstrasse 11,IT,1159
1160,2843,Rue du Château 66,IT,1160
1161,2852,Morgartenstrasse 85,FR,1161
1162,2853,Winkelriedstrasse 27,IT,1162
1163,2854,Usterstrasse 22,DE,1163
1164,2855,Industriestrasse 10,IT,1164
1165,2856,Dufourstrasse 72,IT,1165
1166,2857,Rue du Château 45,DE,1166
1167,2863,Via Trevano 29,IT,1167
1168,2864,Industriestrasse 72,DE,1168
1169,2873,Winkelriedstrasse 17,DE,1169
1170,2877,Werdstrasse 79,IT,1170
1171,2882,Bärenplatz 66,IT,1171
1172,2883,Dufourstrasse 68,IT,1172
1173,2884,Tellstrasse 56,IT,1173
1174,2885,Piazza Riforma 25,FR,1174
1175,2886,Via Trevano 24,IT,1175
1176,2887,Bärenplatz 62,DE,1176
1177,2888,Werdstrasse 64,DE,1177
1178,2889,Poststrasse 40,DE,1178
1179,2900,Bahnhofstrasse 6,DE,1179
1180,2902,Poststrasse 86,FR,1180
1181,2903,Zürcherstrasse 43,FR,1181
1182,2904,Zürcherstrasse 73,IT,1182
1183,2905,Poststrasse 70,IT,1183
1184,2906,Industriestrasse 75,IT,1184
1185,2907,Winkelriedstrasse 37,DE,1185
1186,2908,Tellstrasse 54,DE,1186
1187,2912,Werdstrasse 24,DE,1187
1188,2912,Bärenplatz 5,FR,1188
1189,2914,Marktgasse 56,IT,1189
1190,2915,Zürcherstrasse 79,IT,1190
1191,2916,Via Trevano 34,DE,1191
1192,2922,Dufourstrasse 98,FR,1192
1193,2923,Rue de l'hôpital 81,DE,1193
1194,2924,Hirschengraben 7,IT,1194
1195,2925,Werdstrasse 64,IT,1195
1196,2926,Industriestrasse 12,DE,1196
1197,2932,Dufourstrasse 25,FR,1197
1198,2933,Bahnhofstrasse 22,DE,1198
1199,2933,Rue de la Croix-Rouge 22,DE,1199
1200,2935,Morgartenstrasse 14,DE,1200
1201,2942,Werdstrasse 77,IT,1201
1202,2943,Piazza Riforma 77,DE,1202
1203,2944,Via Trevano 33,IT,1203
1204,2946,Tellstrasse 69,FR,1204
1205,2947,Dufourstrasse 13,DE,1205
1206,2950,Rue du Château 12,FR,1206
1207,2950,Piazza Riforma 46,IT,1207
1208,2952,Industriestrasse 41,IT,1208
1209,2953,Rue de l'hôpital 32,FR,1209
1210,2953,Poststrasse 66,FR,1210
1211,2954,Industriestrasse 43,FR,1211
1212,3000,Usterstrasse 61,FR,1212
1213,3032,Bahnhofstrasse 38,DE,1213
1214,3033,Rue de l'hôpital 90,IT,1214
1215,3034,Marktplatz 64,FR,1215
1216,3035,Bahnhofstrasse 55,FR,1216
1217,3036,Industriestrasse 98,FR,1217
1218,3037,Zürcherstrasse 64,IT,1218
1219,3038,Industriestrasse 32,FR,1219
1220,3042,Winkelriedstrasse 57,FR,1220
1221,3043,Hirschengraben 64,DE,1221
1222,3044,Rue de la Croix-Rouge 93,DE,1222
1223,3045,Werdstrasse 100,FR,1223
1224,3046,Marktplatz 24,FR,1224
1225,3047,Poststrasse 45,IT,1225
1226,3048,Place de l'hôtel 23,FR,1226
1227,3049,Werdstrasse 56,FR,1227
1228,3052,Place de l'hôtel 86,IT,1228
1229,3053,Rue de l'hôpital 47,IT,1229
1230,3053,Winkelriedstrasse 63,IT,1230
1231,3053,Marktplatz 95,FR,1231
1232,3053,Place de l'hôtel 20,IT,1232
1233,3053,Via Trevano 29,DE,1233
1234,3054,Hirschengraben 74,DE,1234
1235,3063,Rue du Château 23,DE,1235
1236,3065,Bärenplatz 41,FR,1236
1237,3066,Industriestrasse 99,IT,1237
1238,3067,Marktplatz 25,FR,1238
1239,3068,Morgartenstrasse 74,FR,1239
1240,3072,Marktgasse 55,IT,1240
1241,3073,Rue de la Croix-Rouge 81,IT,1241
1242,3074,Bahnhofstrasse 60,IT,1242
1243,3075,Rue du Château 97,DE,1243
1244,3076,Rue de la Croix-Rouge 48,IT,1244
1245,3077,Piazza Riforma 69,FR,1245
1246,3078,Hirschengraben 62,DE,1246
1247,3082,Rue de l'hôpital 13,DE,1247
1248,3083,Bahnhofstrasse 60,DE,1248
1249,3084,Tellstrasse 1,IT,1249
1250,3086,Rue du Château 11,IT,1250
1251,3086,Werdstrasse 32,DE,1251
1252,3087,Marktgasse 52,IT,1252
1253,3088,Zürcherstrasse 46,DE,1253
1254,3088,Hirschengraben 80,DE,1254
1255,3089,Via Trevano 56,IT,1255
1256,3095,Marktplatz 59,DE,1256
1257,3096,Rue de l'hôpital 30,IT,1257
1258,3097,Industriestrasse 43,IT,1258
1259,3098,Morgartenstrasse 45,FR,1259
1260,3098,Winkelriedstrasse 44,DE,1260
1261,3099,Bahnhofstrasse 3,IT,1261
1262,3110,Rue de l'hôpital 7,DE,1262
1263,3111,Marktgasse 59,IT,1263
1264,3112,Industriestrasse 93,IT,1264
1265,3113,Piazza Riforma 93,IT,1265
1266,3114,Via Trevano 22,DE,1266
1267,3115,Werdstrasse 80,IT,1267
1268,3116,Rue de l'hôpital 46,DE,1268
1269,3116,Poststrasse 13,DE,1269
1270,3116,Werdstrasse 13,IT,1270
1271,3122,Rue de l'hôpital 74,IT,1271
1272,3123,Marktgasse 29,IT,1272
1273,3124,Hirschengraben 78,IT,1273
1274,3125,Piazza Riforma 64,IT,1274
1275,3126,Poststrasse 3,FR,1275
1276,3126,Morgartenstrasse 86,FR,1276
1277,3127,Poststrasse 13,DE,1277
1278,3127,Via Trevano 44,DE,1278
1279,3128,Werdstrasse 32,FR,1279
1280,3128,Marktplatz 55,DE,1280
1281,3132,Poststrasse 86,FR,1281
1282,3144,Poststrasse 83,IT,1282
1283,3145,Place de l'hôtel 82,FR,1283
1284,3147,Rue du Château 37,IT,1284
1285,3148,Tellstrasse 40,IT,1285
1286,3150,Rue de la Croix-Rouge 55,DE,1286
1287,3152,Rue du Château 33,DE,1287
1288,3153,Hirschengraben 81,DE,1288
1289,3154,Bärenplatz 86,DE,1289
1290,3155,Poststrasse 34,IT,1290
1291,3156,Rue de la Croix-Rouge 12,DE,1291
1292,3157,Zürcherstrasse 61,IT,1292
1293,3158,Rue de l'hôpital 58,FR,1293
1294,3159,Poststrasse 41,FR,1294
1295,3172,Morgartenstrasse 41,IT,1295
1296,3173,Usterstrasse 20,DE,1296
1297,3174,Marktgasse 28,DE,1297
1298,3175,Morgartenstrasse 30,FR,1298
1299,3176,Marktplatz 82,DE,1299
1300,3177,Morgartenstrasse 32,DE,1300
1301,3178,Bärenplatz 33,FR,1301
1302,3179,Rue de la Croix-Rouge 36,IT,1302
1303,3182,Rue de la Croix-Rouge 41,DE,1303
1304,3183,Poststrasse 53,DE,1304
1305,3184,Usterstrasse 26,IT,1305
1306,3185,Via Trevano 24,IT,1306
