id,password,username,email
923,12345,La_Vernaz (Les Agettes)_Wallis_admin,mail_la_vernaz (les agettes)@wallis.ch
924,12345,Crête-à-l'Oeil(Les_Agettes)_Wallis_admin,mail_crête-à-l'oeil(les_agettes)@wallis.ch
925,12345,Clèbes_(Nendaz)_Wallis_admin,mail_clèbes_(nendaz)@wallis.ch
926,12345,Veysonnaz_Wallis_admin,mail_veysonnaz@wallis.ch
927,12345,Aproz_(Nendaz)_Wallis_admin,mail_aproz_(nendaz)@wallis.ch
928,12345,Fey_(Nendaz)_Wallis_admin,mail_fey_(nendaz)@wallis.ch
929,12345,Beuson_(Nendaz)_Wallis_admin,mail_beuson_(nendaz)@wallis.ch
930,12345,Baar_(Nendaz)_Wallis_admin,mail_baar_(nendaz)@wallis.ch
931,12345,Brignon_(Nendaz)_Wallis_admin,mail_brignon_(nendaz)@wallis.ch
932,12345,Bioley-de-Brignon_(Nendaz)_Wallis_admin,mail_bioley-de-brignon_(nendaz)@wallis.ch
933,12345,Bieudron_(Nendaz)_Wallis_admin,mail_bieudron_(nendaz)@wallis.ch
934,12345,Condémines_(Nendaz)_Wallis_admin,mail_condémines_(nendaz)@wallis.ch
935,12345,Saclentz_(Nendaz)_Wallis_admin,mail_saclentz_(nendaz)@wallis.ch
936,12345,Basse-Nendaz_Wallis_admin,mail_basse-nendaz@wallis.ch
937,12345,Siviez_(Nendaz)_Wallis_admin,mail_siviez_(nendaz)@wallis.ch
938,12345,Haute-Nendaz_Wallis_admin,mail_haute-nendaz@wallis.ch
939,12345,Neuchâtel_Neuenburg_admin,mail_neuchâtel@neuenburg.ch
940,12345,Auvernier_Neuenburg_admin,mail_auvernier@neuenburg.ch
941,12345,Colombier_NE_Neuenburg_admin,mail_colombier_ne@neuenburg.ch
942,12345,Bôle_Neuenburg_admin,mail_bôle@neuenburg.ch
943,12345,Areuse_Neuenburg_admin,mail_areuse@neuenburg.ch
944,12345,Cortaillod_Neuenburg_admin,mail_cortaillod@neuenburg.ch
945,12345,Boudry_Neuenburg_admin,mail_boudry@neuenburg.ch
946,12345,Chambrelien_Neuenburg_admin,mail_chambrelien@neuenburg.ch
947,12345,Rochefort_Neuenburg_admin,mail_rochefort@neuenburg.ch
948,12345,Bevaix_Neuenburg_admin,mail_bevaix@neuenburg.ch
949,12345,Gorgier_Neuenburg_admin,mail_gorgier@neuenburg.ch
950,12345,St-Aubin-Sauges_Neuenburg_admin,mail_st-aubin-sauges@neuenburg.ch
951,12345,Chez-le-Bart_Neuenburg_admin,mail_chez-le-bart@neuenburg.ch
952,12345,Montalchez_Neuenburg_admin,mail_montalchez@neuenburg.ch
953,12345,Fresens_Neuenburg_admin,mail_fresens@neuenburg.ch
954,12345,Vaumarcus_Neuenburg_admin,mail_vaumarcus@neuenburg.ch
955,12345,Peseux_Neuenburg_admin,mail_peseux@neuenburg.ch
956,12345,Corcelles_NE_Neuenburg_admin,mail_corcelles_ne@neuenburg.ch
957,12345,Cormondrèche_Neuenburg_admin,mail_cormondrèche@neuenburg.ch
958,12345,Montmollin_Neuenburg_admin,mail_montmollin@neuenburg.ch
959,12345,Montezillon_Neuenburg_admin,mail_montezillon@neuenburg.ch
960,12345,Valangin_Neuenburg_admin,mail_valangin@neuenburg.ch
961,12345,Boudevilliers_Neuenburg_admin,mail_boudevilliers@neuenburg.ch
962,12345,Fontaines_NE_Neuenburg_admin,mail_fontaines_ne@neuenburg.ch
963,12345,La_Vue-des-Alpes_Neuenburg_admin,mail_la_vue-des-alpes@neuenburg.ch
964,12345,Fontainemelon_Neuenburg_admin,mail_fontainemelon@neuenburg.ch
965,12345,Cernier_Neuenburg_admin,mail_cernier@neuenburg.ch
966,12345,Les_Vieux-Prés_Neuenburg_admin,mail_les_vieux-prés@neuenburg.ch
967,12345,Chézard-St-Martin_Neuenburg_admin,mail_chézard-st-martin@neuenburg.ch
968,12345,Dombresson_Neuenburg_admin,mail_dombresson@neuenburg.ch
969,12345,Villiers_Neuenburg_admin,mail_villiers@neuenburg.ch
970,12345,Le_Pâquier NE_Neuenburg_admin,mail_le_pâquier ne@neuenburg.ch
971,12345,Engollon_Neuenburg_admin,mail_engollon@neuenburg.ch
972,12345,Fenin_Neuenburg_admin,mail_fenin@neuenburg.ch
973,12345,Saules_Neuenburg_admin,mail_saules@neuenburg.ch
974,12345,Vilars_NE_Neuenburg_admin,mail_vilars_ne@neuenburg.ch
975,12345,Savagnier_Neuenburg_admin,mail_savagnier@neuenburg.ch
976,12345,Chaumont_Neuenburg_admin,mail_chaumont@neuenburg.ch
977,12345,Hauterive_NE_Neuenburg_admin,mail_hauterive_ne@neuenburg.ch
978,12345,St-Blaise_Neuenburg_admin,mail_st-blaise@neuenburg.ch
979,12345,Enges_Neuenburg_admin,mail_enges@neuenburg.ch
980,12345,Marin-Epagnier_Neuenburg_admin,mail_marin-epagnier@neuenburg.ch
981,12345,Thielle_Neuenburg_admin,mail_thielle@neuenburg.ch
982,12345,Wavre_Neuenburg_admin,mail_wavre@neuenburg.ch
983,12345,Cornaux_NE_Neuenburg_admin,mail_cornaux_ne@neuenburg.ch
984,12345,Cressier_NE_Neuenburg_admin,mail_cressier_ne@neuenburg.ch
985,12345,Noiraigue_Neuenburg_admin,mail_noiraigue@neuenburg.ch
986,12345,Travers_Neuenburg_admin,mail_travers@neuenburg.ch
987,12345,Couvet_Neuenburg_admin,mail_couvet@neuenburg.ch
988,12345,Môtiers_NE_Neuenburg_admin,mail_môtiers_ne@neuenburg.ch
989,12345,Boveresse_Neuenburg_admin,mail_boveresse@neuenburg.ch
990,12345,Fleurier_Neuenburg_admin,mail_fleurier@neuenburg.ch
991,12345,Buttes_Neuenburg_admin,mail_buttes@neuenburg.ch
992,12345,Mont-de-Buttes_Neuenburg_admin,mail_mont-de-buttes@neuenburg.ch
993,12345,La_Côte-aux-Fées_Neuenburg_admin,mail_la_côte-aux-fées@neuenburg.ch
994,12345,St-Sulpice_NE_Neuenburg_admin,mail_st-sulpice_ne@neuenburg.ch
995,12345,Les_Sagnettes_Neuenburg_admin,mail_les_sagnettes@neuenburg.ch
996,12345,Les_Verrières_Neuenburg_admin,mail_les_verrières@neuenburg.ch
997,12345,Les_Bayards_Neuenburg_admin,mail_les_bayards@neuenburg.ch
998,12345,Champ-du-Moulin_Neuenburg_admin,mail_champ-du-moulin@neuenburg.ch
999,12345,Fretereules_Neuenburg_admin,mail_fretereules@neuenburg.ch
1000,12345,Brot-Dessous_Neuenburg_admin,mail_brot-dessous@neuenburg.ch
1001,12345,Les_Geneveys-sur-Coffrane_Neuenburg_admin,mail_les_geneveys-sur-coffrane@neuenburg.ch
1002,12345,Coffrane_Neuenburg_admin,mail_coffrane@neuenburg.ch
1003,12345,Les_Hauts-Geneveys_Neuenburg_admin,mail_les_hauts-geneveys@neuenburg.ch
1004,12345,La_Chaux-de-Fonds_Neuenburg_admin,mail_la_chaux-de-fonds@neuenburg.ch
1005,12345,La_Cibourg_Neuenburg_admin,mail_la_cibourg@neuenburg.ch
1006,12345,La_Sagne NE_Neuenburg_admin,mail_la_sagne ne@neuenburg.ch
1007,12345,Petit-Martel_Neuenburg_admin,mail_petit-martel@neuenburg.ch
1008,12345,Les_Ponts-de-Martel_Neuenburg_admin,mail_les_ponts-de-martel@neuenburg.ch
1009,12345,Brot-Plamboz_Neuenburg_admin,mail_brot-plamboz@neuenburg.ch
1010,12345,Le_Crêt-du-Locle_Neuenburg_admin,mail_le_crêt-du-locle@neuenburg.ch
1011,12345,Les_Planchettes_Neuenburg_admin,mail_les_planchettes@neuenburg.ch
1012,12345,Les_Joux-Derrière_Neuenburg_admin,mail_les_joux-derrière@neuenburg.ch
1013,12345,La_Cibourg_Bern_admin,mail_la_cibourg@bern.ch
1014,12345,La_Ferrière_Bern_admin,mail_la_ferrière@bern.ch
1015,12345,Les_Bois_Jura_admin,mail_les_bois@jura.ch
1016,12345,Les_Emibois_Jura_admin,mail_les_emibois@jura.ch
1017,12345,Muriaux_Jura_admin,mail_muriaux@jura.ch
1018,12345,Le_Noirmont_Jura_admin,mail_le_noirmont@jura.ch
1019,12345,Le_Cerneux-Veusil_Jura_admin,mail_le_cerneux-veusil@jura.ch
1020,12345,La_Chaux-des-Breuleux_Jura_admin,mail_la_chaux-des-breuleux@jura.ch
1021,12345,Les_Breuleux_Jura_admin,mail_les_breuleux@jura.ch
1022,12345,Saignelégier_Jura_admin,mail_saignelégier@jura.ch
1023,12345,Les_Pommerats_Jura_admin,mail_les_pommerats@jura.ch
1024,12345,Goumois_Jura_admin,mail_goumois@jura.ch
1025,12345,Le_Bémont_Jura_admin,mail_le_bémont@jura.ch
1026,12345,Montfavergier_Jura_admin,mail_montfavergier@jura.ch
1027,12345,Montfaucon_Jura_admin,mail_montfaucon@jura.ch
1028,12345,Les_Enfers_Jura_admin,mail_les_enfers@jura.ch
1029,12345,St-Brais_Jura_admin,mail_st-brais@jura.ch
1030,12345,Le_Prévoux_Neuenburg_admin,mail_le_prévoux@neuenburg.ch
1031,12345,Le_Locle_Neuenburg_admin,mail_le_locle@neuenburg.ch
1032,12345,La_Chaux-du-Milieu_Neuenburg_admin,mail_la_chaux-du-milieu@neuenburg.ch
1033,12345,Le_Brouillet_Neuenburg_admin,mail_le_brouillet@neuenburg.ch
1034,12345,Les_Taillères_Neuenburg_admin,mail_les_taillères@neuenburg.ch
1035,12345,La_Châtagne_Neuenburg_admin,mail_la_châtagne@neuenburg.ch
1036,12345,La_Brévine_Neuenburg_admin,mail_la_brévine@neuenburg.ch
1037,12345,Le_Cerneux-Péquignot_Neuenburg_admin,mail_le_cerneux-péquignot@neuenburg.ch
1038,12345,Les_Brenets_Neuenburg_admin,mail_les_brenets@neuenburg.ch
1039,12345,Biel/Bienne_Bern_admin,mail_biel/bienne@bern.ch
1040,12345,Tüscherz-Alfermée_Bern_admin,mail_tüscherz-alfermée@bern.ch
1041,12345,Twann_Bern_admin,mail_twann@bern.ch
1042,12345,Ligerz_Bern_admin,mail_ligerz@bern.ch
1043,12345,Prêles_Bern_admin,mail_prêles@bern.ch
1044,12345,Lamboing_Bern_admin,mail_lamboing@bern.ch
1045,12345,Diesse_Bern_admin,mail_diesse@bern.ch
1046,12345,Nods_Bern_admin,mail_nods@bern.ch
1047,12345,La_Neuveville_Bern_admin,mail_la_neuveville@bern.ch
1048,12345,Lignières_Neuenburg_admin,mail_lignières@neuenburg.ch
1049,12345,Le_Landeron_Neuenburg_admin,mail_le_landeron@neuenburg.ch
1050,12345,Magglingen/Macolin_Bern_admin,mail_magglingen/macolin@bern.ch
1051,12345,Evilard_Bern_admin,mail_evilard@bern.ch
1052,12345,Les_Prés-d'Orvin_Bern_admin,mail_les_prés-d'orvin@bern.ch
1053,12345,Orvin_Bern_admin,mail_orvin@bern.ch
1054,12345,Frinvillier_Bern_admin,mail_frinvillier@bern.ch
1055,12345,Plagne_Bern_admin,mail_plagne@bern.ch
1056,12345,Vauffelin_Bern_admin,mail_vauffelin@bern.ch
1057,12345,Romont_BE_Bern_admin,mail_romont_be@bern.ch
1058,12345,Grenchen_Solothurn_admin,mail_grenchen@solothurn.ch
1059,12345,Pieterlen_Bern_admin,mail_pieterlen@bern.ch
1060,12345,Lengnau_BE_Bern_admin,mail_lengnau_be@bern.ch
1061,12345,Bettlach_Solothurn_admin,mail_bettlach@solothurn.ch
1062,12345,Selzach_Solothurn_admin,mail_selzach@solothurn.ch
1063,12345,Orpund_Bern_admin,mail_orpund@bern.ch
1064,12345,Safnern_Bern_admin,mail_safnern@bern.ch
1065,12345,Meinisberg_Bern_admin,mail_meinisberg@bern.ch
1066,12345,Brügg_BE_Bern_admin,mail_brügg_be@bern.ch
1067,12345,Scheuren_Bern_admin,mail_scheuren@bern.ch
1068,12345,Schwadernau_Bern_admin,mail_schwadernau@bern.ch
1069,12345,Studen_BE_Bern_admin,mail_studen_be@bern.ch
1070,12345,Aegerten_Bern_admin,mail_aegerten@bern.ch
1071,12345,Nidau_Bern_admin,mail_nidau@bern.ch
1072,12345,Port_Bern_admin,mail_port@bern.ch
1073,12345,Ipsach_Bern_admin,mail_ipsach@bern.ch
1074,12345,Bellmund_Bern_admin,mail_bellmund@bern.ch
1075,12345,Jens_Bern_admin,mail_jens@bern.ch
1076,12345,Mörigen_Bern_admin,mail_mörigen@bern.ch
1077,12345,Sutz_Bern_admin,mail_sutz@bern.ch
1078,12345,Hagneck_Bern_admin,mail_hagneck@bern.ch
1079,12345,Gerolfingen_Bern_admin,mail_gerolfingen@bern.ch
1080,12345,Täuffelen_Bern_admin,mail_täuffelen@bern.ch
1081,12345,Lüscherz_Bern_admin,mail_lüscherz@bern.ch
1082,12345,Finsterhennen_Bern_admin,mail_finsterhennen@bern.ch
1083,12345,Siselen_BE_Bern_admin,mail_siselen_be@bern.ch
1084,12345,Péry_Bern_admin,mail_péry@bern.ch
1085,12345,La_Heutte_Bern_admin,mail_la_heutte@bern.ch
1086,12345,Sonceboz-Sombeval_Bern_admin,mail_sonceboz-sombeval@bern.ch
1087,12345,Corgémont_Bern_admin,mail_corgémont@bern.ch
1088,12345,Cortébert_Bern_admin,mail_cortébert@bern.ch
1089,12345,Montagne-de-Courtelary_Bern_admin,mail_montagne-de-courtelary@bern.ch
1090,12345,Courtelary_Bern_admin,mail_courtelary@bern.ch
1091,12345,Mont-Soleil_Bern_admin,mail_mont-soleil@bern.ch
1092,12345,Mont-Crosin_Bern_admin,mail_mont-crosin@bern.ch
1093,12345,Les_Pontins_Bern_admin,mail_les_pontins@bern.ch
1094,12345,St-Imier_Bern_admin,mail_st-imier@bern.ch
1095,12345,Cormoret_Bern_admin,mail_cormoret@bern.ch
1096,12345,Villeret_Bern_admin,mail_villeret@bern.ch
1097,12345,Montagne-de-Sonvilier_Bern_admin,mail_montagne-de-sonvilier@bern.ch
1098,12345,Sonvilier_Bern_admin,mail_sonvilier@bern.ch
1099,12345,Renan_BE_Bern_admin,mail_renan_be@bern.ch
1100,12345,Tavannes_Bern_admin,mail_tavannes@bern.ch
1101,12345,Le_Fuet_Bern_admin,mail_le_fuet@bern.ch
1102,12345,Bellelay_Bern_admin,mail_bellelay@bern.ch
1103,12345,Le_Prédame_Jura_admin,mail_le_prédame@jura.ch
1104,12345,Les_Genevez JU_Jura_admin,mail_les_genevez ju@jura.ch
1105,12345,Monible_Bern_admin,mail_monible@bern.ch
1106,12345,Châtelat_Bern_admin,mail_châtelat@bern.ch
1107,12345,Sornetan_Bern_admin,mail_sornetan@bern.ch
1108,12345,Fornet-Dessous_Bern_admin,mail_fornet-dessous@bern.ch
1109,12345,Rebévelier_Bern_admin,mail_rebévelier@bern.ch
1110,12345,Fornet-Dessus_Jura_admin,mail_fornet-dessus@jura.ch
1111,12345,Lajoux_JU_Jura_admin,mail_lajoux_ju@jura.ch
1112,12345,La_Tanne_Bern_admin,mail_la_tanne@bern.ch
1113,12345,Tramelan_Bern_admin,mail_tramelan@bern.ch
1114,12345,Les_Reussilles_Bern_admin,mail_les_reussilles@bern.ch
1115,12345,Mont-Tramelan_Bern_admin,mail_mont-tramelan@bern.ch
1116,12345,Saicourt_Bern_admin,mail_saicourt@bern.ch
1117,12345,Saules_BE_Bern_admin,mail_saules_be@bern.ch
1118,12345,Loveresse_Bern_admin,mail_loveresse@bern.ch
1119,12345,Reconvilier_Bern_admin,mail_reconvilier@bern.ch
1120,12345,Pontenet_Bern_admin,mail_pontenet@bern.ch
1121,12345,Bévilard_Bern_admin,mail_bévilard@bern.ch
1122,12345,Champoz_Bern_admin,mail_champoz@bern.ch
1123,12345,Malleray_Bern_admin,mail_malleray@bern.ch
1124,12345,Sorvilier_Bern_admin,mail_sorvilier@bern.ch
1125,12345,Court_Bern_admin,mail_court@bern.ch
1126,12345,Moutier_Bern_admin,mail_moutier@bern.ch
1127,12345,Perrefitte_Bern_admin,mail_perrefitte@bern.ch
1128,12345,Eschert_Bern_admin,mail_eschert@bern.ch
1129,12345,Belprahon_Bern_admin,mail_belprahon@bern.ch
1130,12345,Grandval_Bern_admin,mail_grandval@bern.ch
1131,12345,Crémines_Bern_admin,mail_crémines@bern.ch
1132,12345,Seehof_Bern_admin,mail_seehof@bern.ch
1133,12345,Corcelles_BE_Bern_admin,mail_corcelles_be@bern.ch
1134,12345,Souboz_Bern_admin,mail_souboz@bern.ch
1135,12345,Les_Ecorcheresses_Bern_admin,mail_les_ecorcheresses@bern.ch
1136,12345,Roches_BE_Bern_admin,mail_roches_be@bern.ch
1137,12345,Delémont_Jura_admin,mail_delémont@jura.ch
1138,12345,Develier_Jura_admin,mail_develier@jura.ch
1139,12345,Bourrignon_Jura_admin,mail_bourrignon@jura.ch
1140,12345,Soyhières_Jura_admin,mail_soyhières@jura.ch
1141,12345,Mettembert_Jura_admin,mail_mettembert@jura.ch
1142,12345,Lucelle_Jura_admin,mail_lucelle@jura.ch
1143,12345,Pleigne_Jura_admin,mail_pleigne@jura.ch
1144,12345,Movelier_Jura_admin,mail_movelier@jura.ch
1145,12345,Ederswiler_Jura_admin,mail_ederswiler@jura.ch
1146,12345,Roggenburg_Basel-Landschaft_admin,mail_roggenburg@basel-landschaft.ch
1147,12345,Courroux_Jura_admin,mail_courroux@jura.ch
1148,12345,Courcelon_Jura_admin,mail_courcelon@jura.ch
1149,12345,Vicques_Jura_admin,mail_vicques@jura.ch
1150,12345,Courchapoix_Jura_admin,mail_courchapoix@jura.ch
1151,12345,Corban_Jura_admin,mail_corban@jura.ch
1152,12345,Schelten_Bern_admin,mail_schelten@bern.ch
1153,12345,Mervelier_Jura_admin,mail_mervelier@jura.ch
1154,12345,Montsevelier_Jura_admin,mail_montsevelier@jura.ch
1155,12345,Vermes_Jura_admin,mail_vermes@jura.ch
1156,12345,Vellerat_Jura_admin,mail_vellerat@jura.ch
1157,12345,Courrendlin_Jura_admin,mail_courrendlin@jura.ch
1158,12345,Rebeuvelier_Jura_admin,mail_rebeuvelier@jura.ch
1159,12345,Rossemaison_Jura_admin,mail_rossemaison@jura.ch
1160,12345,Châtillon_JU_Jura_admin,mail_châtillon_ju@jura.ch
1161,12345,Courtételle_Jura_admin,mail_courtételle@jura.ch
1162,12345,Courfaivre_Jura_admin,mail_courfaivre@jura.ch
1163,12345,Bassecourt_Jura_admin,mail_bassecourt@jura.ch
1164,12345,Glovelier_Jura_admin,mail_glovelier@jura.ch
1165,12345,Boécourt_Jura_admin,mail_boécourt@jura.ch
1166,12345,Montavon_Jura_admin,mail_montavon@jura.ch
1167,12345,Undervelier_Jura_admin,mail_undervelier@jura.ch
1168,12345,Soulce_Jura_admin,mail_soulce@jura.ch
1169,12345,Saulcy_Jura_admin,mail_saulcy@jura.ch
1170,12345,Le_Bémont JU_Jura_admin,mail_le_bémont ju@jura.ch
1171,12345,St-Ursanne_Jura_admin,mail_st-ursanne@jura.ch
1172,12345,Montmelon_Jura_admin,mail_montmelon@jura.ch
1173,12345,Montenol_Jura_admin,mail_montenol@jura.ch
1174,12345,Epauvillers_Jura_admin,mail_epauvillers@jura.ch
1175,12345,Epiquerez_Jura_admin,mail_epiquerez@jura.ch
1176,12345,Soubey_Jura_admin,mail_soubey@jura.ch
1177,12345,Seleute_Jura_admin,mail_seleute@jura.ch
1178,12345,Ocourt_Jura_admin,mail_ocourt@jura.ch
1179,12345,Porrentruy_Jura_admin,mail_porrentruy@jura.ch
1180,12345,Fontenais_Jura_admin,mail_fontenais@jura.ch
1181,12345,Villars-sur_Fontenais_Jura_admin,mail_villars-sur_fontenais@jura.ch
1182,12345,Bressaucourt_Jura_admin,mail_bressaucourt@jura.ch
1183,12345,Courtedoux_Jura_admin,mail_courtedoux@jura.ch
1184,12345,Chevenez_Jura_admin,mail_chevenez@jura.ch
1185,12345,Rocourt_Jura_admin,mail_rocourt@jura.ch
1186,12345,Grandfontaine_Jura_admin,mail_grandfontaine@jura.ch
1187,12345,Roche-d'Or_Jura_admin,mail_roche-d'or@jura.ch
1188,12345,Réclère_Jura_admin,mail_réclère@jura.ch
1189,12345,Damvant_Jura_admin,mail_damvant@jura.ch
1190,12345,Bure_Jura_admin,mail_bure@jura.ch
1191,12345,Fahy_Jura_admin,mail_fahy@jura.ch
1192,12345,Courchavon_Jura_admin,mail_courchavon@jura.ch
1193,12345,Courtemaîche_Jura_admin,mail_courtemaîche@jura.ch
1194,12345,Montignez_Jura_admin,mail_montignez@jura.ch
1195,12345,Buix_Jura_admin,mail_buix@jura.ch
1196,12345,Boncourt_Jura_admin,mail_boncourt@jura.ch
1197,12345,Coeuve_Jura_admin,mail_coeuve@jura.ch
1198,12345,Damphreux_Jura_admin,mail_damphreux@jura.ch
1199,12345,Lugnez_Jura_admin,mail_lugnez@jura.ch
1200,12345,Beurnevésin_Jura_admin,mail_beurnevésin@jura.ch
1201,12345,Alle_Jura_admin,mail_alle@jura.ch
1202,12345,Vendlincourt_Jura_admin,mail_vendlincourt@jura.ch
1203,12345,Bonfol_Jura_admin,mail_bonfol@jura.ch
1204,12345,Miécourt_Jura_admin,mail_miécourt@jura.ch
1205,12345,Charmoille_Jura_admin,mail_charmoille@jura.ch
1206,12345,Courtemautruy_Jura_admin,mail_courtemautruy@jura.ch
1207,12345,Courgenay_Jura_admin,mail_courgenay@jura.ch
1208,12345,Cornol_Jura_admin,mail_cornol@jura.ch
1209,12345,Fregiécourt_Jura_admin,mail_fregiécourt@jura.ch
1210,12345,Pleujouse_Jura_admin,mail_pleujouse@jura.ch
1211,12345,Asuel_Jura_admin,mail_asuel@jura.ch
1212,12345,Bern_Bern_admin,mail_bern@bern.ch
1213,12345,Hinterkappelen_Bern_admin,mail_hinterkappelen@bern.ch
1214,12345,Wohlen_b. Bern_Bern_admin,mail_wohlen_b. bern@bern.ch
1215,12345,Murzelen_Bern_admin,mail_murzelen@bern.ch
1216,12345,Frieswil_Bern_admin,mail_frieswil@bern.ch
1217,12345,Detligen_Bern_admin,mail_detligen@bern.ch
1218,12345,Herrenschwanden_Bern_admin,mail_herrenschwanden@bern.ch
1219,12345,Kirchlindach_Bern_admin,mail_kirchlindach@bern.ch
1220,12345,Ortschwaben_Bern_admin,mail_ortschwaben@bern.ch
1221,12345,Uettligen_Bern_admin,mail_uettligen@bern.ch
1222,12345,Innerberg_Bern_admin,mail_innerberg@bern.ch
1223,12345,Meikirch_Bern_admin,mail_meikirch@bern.ch
1224,12345,Wahlendorf_Bern_admin,mail_wahlendorf@bern.ch
1225,12345,Bremgarten_b. Bern_Bern_admin,mail_bremgarten_b. bern@bern.ch
1226,12345,Worblaufen_Bern_admin,mail_worblaufen@bern.ch
1227,12345,Säriswil_Bern_admin,mail_säriswil@bern.ch
1228,12345,Zollikofen_Bern_admin,mail_zollikofen@bern.ch
1229,12345,Deisswil_b. Münchenbuchsee_Bern_admin,mail_deisswil_b. münchenbuchsee@bern.ch
1230,12345,Diemerswil_Bern_admin,mail_diemerswil@bern.ch
1231,12345,Wiggiswil_Bern_admin,mail_wiggiswil@bern.ch
1232,12345,Lätti_Bern_admin,mail_lätti@bern.ch
1233,12345,Münchenbuchsee_Bern_admin,mail_münchenbuchsee@bern.ch
1234,12345,Schüpfen_Bern_admin,mail_schüpfen@bern.ch
1235,12345,Ittigen_Bern_admin,mail_ittigen@bern.ch
1236,12345,Bolligen_Bern_admin,mail_bolligen@bern.ch
1237,12345,Stettlen_Bern_admin,mail_stettlen@bern.ch
1238,12345,Boll_Bern_admin,mail_boll@bern.ch
1239,12345,Utzigen_Bern_admin,mail_utzigen@bern.ch
1240,12345,Ostermundigen_Bern_admin,mail_ostermundigen@bern.ch
1241,12345,Gümligen_Bern_admin,mail_gümligen@bern.ch
1242,12345,Muri_b. Bern_Bern_admin,mail_muri_b. bern@bern.ch
1243,12345,Rüfenacht_BE_Bern_admin,mail_rüfenacht_be@bern.ch
1244,12345,Worb_Bern_admin,mail_worb@bern.ch
1245,12345,Enggistein_Bern_admin,mail_enggistein@bern.ch
1246,12345,Richigen_Bern_admin,mail_richigen@bern.ch
1247,12345,Schlosswil_Bern_admin,mail_schlosswil@bern.ch
1248,12345,Trimstein_Bern_admin,mail_trimstein@bern.ch
1249,12345,Wabern_Bern_admin,mail_wabern@bern.ch
1250,12345,Englisberg_Bern_admin,mail_englisberg@bern.ch
1251,12345,Zimmerwald_Bern_admin,mail_zimmerwald@bern.ch
1252,12345,Niedermuhlern_Bern_admin,mail_niedermuhlern@bern.ch
1253,12345,Oberbütschel_Bern_admin,mail_oberbütschel@bern.ch
1254,12345,Rüeggisberg_Bern_admin,mail_rüeggisberg@bern.ch
1255,12345,Hinterfultigen_Bern_admin,mail_hinterfultigen@bern.ch
1256,12345,Spiegel_b. Bern_Bern_admin,mail_spiegel_b. bern@bern.ch
1257,12345,Oberbalm_Bern_admin,mail_oberbalm@bern.ch
1258,12345,Liebefeld_Bern_admin,mail_liebefeld@bern.ch
1259,12345,Köniz_Bern_admin,mail_köniz@bern.ch
1260,12345,Schliern_b. Köniz_Bern_admin,mail_schliern_b. köniz@bern.ch
1261,12345,Rüti_b. Riggisberg_Bern_admin,mail_rüti_b. riggisberg@bern.ch
1262,12345,Münsingen_Bern_admin,mail_münsingen@bern.ch
1263,12345,Tägertschi_Bern_admin,mail_tägertschi@bern.ch
1264,12345,Allmendingen_b. Bern_Bern_admin,mail_allmendingen_b. bern@bern.ch
1265,12345,Rubigen_Bern_admin,mail_rubigen@bern.ch
1266,12345,Wichtrach_Bern_admin,mail_wichtrach@bern.ch
1267,12345,Gerzensee_Bern_admin,mail_gerzensee@bern.ch
1268,12345,Mühledorf_BE_Bern_admin,mail_mühledorf_be@bern.ch
1269,12345,Noflen_BE_Bern_admin,mail_noflen_be@bern.ch
1270,12345,Kirchdorf_BE_Bern_admin,mail_kirchdorf_be@bern.ch
1271,12345,Kehrsatz_Bern_admin,mail_kehrsatz@bern.ch
1272,12345,Belp_Bern_admin,mail_belp@bern.ch
1273,12345,Belpberg_Bern_admin,mail_belpberg@bern.ch
1274,12345,Toffen_Bern_admin,mail_toffen@bern.ch
1275,12345,Gelterfingen_Bern_admin,mail_gelterfingen@bern.ch
1276,12345,Kaufdorf_Bern_admin,mail_kaufdorf@bern.ch
1277,12345,Lohnstorf_Bern_admin,mail_lohnstorf@bern.ch
1278,12345,Mühlethurnen_Bern_admin,mail_mühlethurnen@bern.ch
1279,12345,Kirchenthurnen_Bern_admin,mail_kirchenthurnen@bern.ch
1280,12345,Rümligen_Bern_admin,mail_rümligen@bern.ch
1281,12345,Riggisberg_Bern_admin,mail_riggisberg@bern.ch
1282,12345,Gasel_Bern_admin,mail_gasel@bern.ch
1283,12345,Niederscherli_Bern_admin,mail_niederscherli@bern.ch
1284,12345,Mittelhäusern_Bern_admin,mail_mittelhäusern@bern.ch
1285,12345,Lanzenhäusern_Bern_admin,mail_lanzenhäusern@bern.ch
1286,12345,Schwarzenburg_Bern_admin,mail_schwarzenburg@bern.ch
1287,12345,Mamishaus_Bern_admin,mail_mamishaus@bern.ch
1288,12345,Rüschegg_Gambach_Bern_admin,mail_rüschegg_gambach@bern.ch
1289,12345,Rüschegg_Heubach_Bern_admin,mail_rüschegg_heubach@bern.ch
1290,12345,Helgisried-Rohrbach_Bern_admin,mail_helgisried-rohrbach@bern.ch
1291,12345,Riffenmatt_Bern_admin,mail_riffenmatt@bern.ch
1292,12345,Milken_Bern_admin,mail_milken@bern.ch
1293,12345,Guggisberg_Bern_admin,mail_guggisberg@bern.ch
1294,12345,Riedstätt_Bern_admin,mail_riedstätt@bern.ch
1295,12345,Niederwangen_b. Bern_Bern_admin,mail_niederwangen_b. bern@bern.ch
1296,12345,Oberwangen_b. Bern_Bern_admin,mail_oberwangen_b. bern@bern.ch
1297,12345,Thörishaus_Bern_admin,mail_thörishaus@bern.ch
